,Item Number,Weight,Season,Sourced From,Made In,Lifestage,Breed Size,Food Form,Special Diet,name,Ingredients,Reccomendation Rate,Rating,Review Count,Shop Conscious,Packaging Type,Food Texture,Dimensions,Test Type,Administration Form,Product Form,Drug Type,Dog Breed,Grooming Feature,Health Condition,NASC Certified,Age Requirement,Restricted Availability,Toy Feature,Toy Flavor,Material,Farm Animal Type
183147,183147,8 pounds,N/A,N/A,Italy,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Gluten Free, No Corn No Wheat No Soy, Non-GMO, Chicken-Free, Limited Ingredient Diet, Natural, With Grain, Premium","Forza10 Nutraceutic Active Line Immuno Support Diet Dry Dog Food, 8-lb bag","Ground Rice, Anchovy Meal, Hydrolyzed Fish Protein, Fish Oil (Preserved With Mixed Tocopherols), Dried Kelp, Brewer's Yeast, Dried Beet Pulp, Minerals (Calcium Carbonate, Dicalcium Phosphate, Zinc Sulfate, Copper Glycine Chelate), Vegetable Oil, Hydrolyzed Potato Protein, Dried Yeast, Fructooligosaccharide (Fos), Vitamins (Vitamin E Supplement, Ascorbic Acid, Vitamin B12 Supplement, Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Thiamine Mononitrate, Folic Acid), Choline Chloride, Dl-Methionine, L-Carnitine, Muskmelon, Yucca Schidigera Extract, Papaya, Aloe Vera Gel Concentrate, Turmeric, Tea Extract, Pomegranate, Red Algae, Black Pepper, Rosemary.",100.0,4.5,4.0,"Natural, Non-GMO",,,,,,,,,,,,,,,,,
247980,247980,30 pounds,,Various,,Adult,"Large Breeds, Giant Breeds",Dry Food,"Grain-Free, Sensitive Digestion, Gluten Free",True Acre Foods Large Breed Chicken & Vegetables Recipes Grain-Free Dry Dog Food,"Chicken, Canola Meal, Peas, Poultry By-Product Meal (a source of Glucosamine and Chondroitin Sulfate), Pea Starch, Chicken Fat (Preserved with Mixed Tocopherols), Dried Plain Beet Pulp, Soybean Meal, Flaxseed, Tapioca Starch, Natural Flavor, Dried Tomato Pomace, Dicalcium Phosphate, Salt, Calcium Carbonate, Fish Oil, Choline Chloride, L-Threonine, Carrots, Cranberries, Taurine, Potassium Chloride, Mixed Tocopherols (Preservative), DL-Methionine, Vitamin E Supplement, Ferrous Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Oxide, Copper Sulfate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Riboflavin Supplement, Vitamin A Supplement, Manganous Oxide, Thiamine Mononitrate, Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Iodate, Folic Acid, Rosemary Extract.",82.0,3.8,98.0,,,,6 x 16.5 x 25.75 inches,,,,,,,,,,,,,,
112843,112843,11 pounds,,,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds, Extra Small Breeds, Giant Breeds",Dry Food,"High-Protein, Pea-Free, Veterinary Diet, With Grain",Purina Pro Plan Veterinary Diets Neurocare Dry Dog Food,"Chicken, Chicken Meal, Corn Gluten Meal, Brewers Rice, Ground Yellow Corn, Ground Wheat, Vegetable Oil (Source Of Medium-Chain Triglycerides), Corn Germ Meal, Barley, Natural Flavor, Fish Oil, Dried Egg Product, L-Arginine, Wheat Bran, Fish Meal, Mono And Dicalcium Phosphate, Potassium Chloride, Salt, Calcium Carbonate, L-Lysine Monohydrochloride, Vitamin E, Choline Chloride, L-Ascorbyl-2-Polyphosphate (Vitamin C), Zinc Sulfate, Ferrous Sulfate, Niacin (Vitamin B-3), Vitamin A Supplement, Thiamine Mononitrate (Vitamin B-1), Manganese Sulfate, Soybean Oil, Calcium Pantothenate (Vitamin B-5), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Copper Sulfate, Pyridoxine Hydrochloride (Vitamin B-6), Garlic Oil, Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Biotin (Vitamin B-7), Calcium Iodate, Vitamin D-3 Supplement, Sodium Selenite. D263518.",84.0,4.2,217.0,,,,,,,,,,,,,,,,,,
730598,730598,,N/A,,,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds","Dry Food, Dehydrated","Premium, Grain-Free, Low Glycemic, No Corn No Wheat No Soy, Natural, High-Protein, Human-Grade, Gluten Free, Non-GMO",Bundle: The Honest Kitchen Chicken Whole Food Clusters + Turkey Dry Dog Food,,,,,"Non-GMO, Human-Grade, Natural",,,,,,,,,,,,,,,,,
688966,688966,,N/A,,,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds, Extra Small Breeds","Dry Food, Food Topping","Pea-Free, Molasses-Free, Flax-Free, Natural, Limited Ingredient Diet","Bundle: Cesar Simply Crafted Variety Pack Chicken & Chicken, Carrots & Green Beans Wet Food Topper + Filet Mignon Flavor & Spring Vegetables Garnish Dry Food",,100.0,5.0,1.0,,"Tray, Variety Pack",N/A,,,,,,,,,,,,,,,
292682,292682,,N/A,,,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds","Dry Food, Treats","No Corn No Wheat No Soy, Sensitive Digestion, Limited Ingredient Diet, Natural",Bundle: Blue Buffalo Basics Skin & Stomach Care Salmon & Potato Recipe Adult Dry Food + Biscuits Salmon & Potato Dog Treats,,100.0,5.0,1.0,,,,,,,,,,,,,,,,,,
216661,216661,4 pounds,N/A,N/A,United States,Puppy,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Limited Ingredient Diet, With Grain",Natural Balance Limited Ingredient Chicken & Brown Rice Puppy Recipe Dry Dog Food,"Chicken, Chicken Meal, Brown Rice, Brewers Rice, Rice Bran, Chicken Fat (Preserved With Mixed Tocopherols), Brewers Dried Yeast, Natural Flavor, Menhaden Fish Oil (Preserved With Mixed Tocopherols), Flaxseed, Salt, Potassium Chloride, Taurine, Dicalcium Phosphate, Dl-Methionine, Vitamins (Vitamin E Supplement, Ascorbic Acid, Niacin Supplement, Vitamin A Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Sodium Selenite, Manganese Sulfate, Manganese Proteinate, Calcium Iodate), L-Threonine, Choline Chloride, Citric Acid (Preservative), Mixed Tocopherols (Preservative), Rosemary Extract.",94.0,4.2,17.0,,,,,,,,,,,,,,,,,,
771790,771790,,N/A,,,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds, Extra Small Breeds","Dry Food, Wet Food",,"Bundle: Iams MiniChunks Small Kibble High Protein Dry Food + Cesar Classic Loaf in Sauce Beef Recipe, Filet Mignon, Grilled Chicken, & Porterhouse Steak Flavors Variety Pack Dog Food",,,,,,"Tray, Variety Pack",Pate,,,,,,,,,,,,,,,
50916,50916,30 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,With Grain,"Blackwood 2000 Chicken Meal & Brown Rice Recipe Active Diet Dry Dog Food, 30-lb bag","Chicken Meal, Ground Corn, Brown Rice, Chicken Fat (Preserved with Mixed Tocopherols), Oat Groats, Dried Plain Beet Pulp, Menhaden Fish Meal, Brewers Dried Yeast, Whole Ground Flaxseed, Natural Flavor, Wheat Germ Meal, Egg Product, Lecithin, Potassium Chloride, Salt, Calcium Carbonate, Cheese Meal, Dl-Methionine, Dried Whey, Lactobacillus Acidophilus Fermentation Product Dehydrated, L-Lysine, Ascorbic Acid, Yucca Schidigera Extract, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, D-Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Thiamine Mononitrate, Vitamin A Acetate, Pyridoxine Hydrochloride, Citric Acid, Vitamin D3 Supplement, Folic Acid, Iron Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",69.0,3.3,13.0,,,,,,,,,,,,,,,,,,
774430,774430,,,,,Adult,"Medium Breeds, Large Breeds, Small Breeds","Dry Food, Wet Food","No Corn No Wheat No Soy, High-Protein, Gluten Free",Bundle: ORIJEN Real Meat Shreds Regional Stew Wet Food + Amazing Grains Regional Red Dry Dog Food,,,,,,Can,Stew,,,,,,,,,,,,,,,
215909,215909,12 pounds,N/A,,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, No Corn No Wheat No Soy, Non-GMO, High-Protein, Sensitive Digestion, Low Glycemic",Annamaet Grain-Free Sustain Formula Dry Dog Food,"Cod, Turkey Meal, Lentils, Sweet Potato, Green Peas, Pea Protein Isolate, Tapioca, Chicken Fat (Preserved with Mixed Tocopherols), Sunflower Oil, Natural Flavors, Dried Cranberries, Dried Blueberries, Dried Chicory Root, Turmeric, Marine Microalgae, Lecithin, DL Methionine, Taurine, L-Lysine, Lactobacillus Acidophilus Fermentation Product Dehydrated, Salt, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Biotin, Thiamine Mononitrate, L-Carnitine, d-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin A Acetate, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Choline Chloride, Potassium Chloride, Zinc Proteinate, Betaine Anhydrous, Iron Proteinate, Selenium Yeast, Copper Proteinate, Manganese Proteinate, Calcium Iodate, Yucca Schidigera Extract",83.0,4.4,23.0,Non-GMO,,,,,,,,,,,,,,,,,
122051,122051,44 pounds,N/A,,,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High-Protein, Pea-Free, Non-GMO, With Grain","Inukshuk Professional Dry Dog Food 32/32, 44-lb bag","Chicken Meal, Chicken Fat, Herring Meal, Ground Whole Grain Corn, Ground Whole Grain Wheat, Wheat Shorts, Dried Beet Pulp, Dried Brewer’s Yeast, Herring Oil, Salt, Chicken Liver, Kelp Meal, Calcium Carbonate, Potassium Chloride, Lecithin, Chicory Root, Malted Barley Flour, Calcium Propionate, Flaxseed, Taurine, Ferrous Sulfate, Zinc Sulfate, L-Ascorbyl-2-Polyphosphate, Zinc Methionine Complex, Yucca Schidigera Extract, L-Lysine Hydrochloride, Niacin Supplement, Calcium Pantothenate, Copper Proteinate, Manganese Proteinate, Riboflavin (B2), Vitamin A Supplement, Calcium Iodate, Vitamin D-3 Supplement, Thiamine Mononitrate (B1), Pyridoxine Hydrochloride (B6), Cobalt Sulfate, Folic Acid, Selenium Yeast, Biotin, Vitamin B-12 Supplement, Vitamin E Supplement.",88.0,4.5,60.0,Non-GMO,,,,,,,,,,,,,,,,,
157280,157280,4 pounds,N/A,Various,N/A,Adult,"Extra Small Breeds, Small Breeds",Dry Food,"No Corn No Wheat No Soy, Limited Ingredient Diet, Gluten Free, Grain-Free, Low Glycemic, Chicken-Free, Natural, Premium",Zignature Turkey Formula Small Bites Dry Dog Food,"Turkey, Turkey Meal, Chickpeas, Peas, Sunflower Oil, Flaxseed, Natural Flavor, Choline Chloride, Salt, Vitamins (Vitamin E Supplement, Vitamin A Supplement, Niacinamide, D-Calcium Pantothenate, Riboflavin, Vitamin D3 Supplement, Thiamine Mononitrate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Biotin), Taurine, Minerals (Zinc Proteinate, Iron Proteinate, Potassium Chloride, Copper Proteinate, Sodium Selenite, Manganese Proteinate, Calcium Iodate), Mixed Tocopherols (Preservative), L-Carnitine, Rosemary Extract, Dried Bacillus Coagulans Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Bifidobacterium Bifidum Fermentation Product.",94.0,4.2,49.0,Natural,,,,,,,,,,,,,,,,,
148564,148564,10 pounds,N/A,Various,United States,Adult,"Extra Small Breeds, Small Breeds","Dry Food, Freeze-Dried","Grain-Free, Limited Ingredient Diet, High-Protein, No Corn No Wheat No Soy, Raw, Chicken-Free, Premium",CANIDAE PURE Petite Adult Small Breed Grain-Free with Lamb Dry Dog Food,"Lamb, Lamb Meal, Peas, Lentils, Tapioca, Canola Oil, Garbanzo Beans, Freeze-Dried Lamb, Natural Flavor, Flaxseed, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Ferrous Sulfate, Zinc Sulfate, Copper Sulfate, Potassium Iodide, Manganese Proteinate, Manganous Oxide, Manganese Sulfate, Sodium Selenite), Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid, Vitamin A Supplement, Biotin, Niacin, Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Riboflavin, Vitamin D3 Supplement, Folic Acid), Choline Chloride, Mixed Tocopherols (A Preservative), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Trichoderma Longibrachiatum Fermentation Extract.
Contains A Source Of Live Naturally Occuring Microorganisms.",73.0,3.7,49.0,,,,,,,,,,,,,,,,,,
688886,688886,,N/A,,,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds","Dry Food, Wet Food",,"Bundle: Pedigree Choice Cuts in Gravy Variety Pack Filet Mignon, Grilled Chicken, Chicken Casserole & Beef Noodle + Complete Nutrition Roasted Chicken, Rice & Vegetable Flavor Dry Dog Food",,,,,,"Pouch, Variety Pack",Chunks in Gravy,,,,,,,,,,,,,,,
293694,293694,,N/A,,,Adult,"All Breeds, Giant Breeds, Small Breeds, Medium Breeds, Large Breeds","Dry Food, Treats","High-Protein, With Grain",Bundle: Purina Pro Plan Sport All Life Stages Performance 30/20 Chicken & Rice Formula Dry Food + Milk-Bone Original Large Biscuit Dog Treats,,100.0,5.0,2.0,,Bulk,,,,,,,,,,,,,,,,
910918,910918,,,Various,United States,All Lifestages,"All Breeds, Small Breeds, Medium Breeds, Large Breeds",Dry Food,N/A,Martha Stewart Pet Food Beef & Chickpea Recipe with Garden Vegetables Dry Dog Food,"Beef, Dried Chickpeas, Pea Protein, Beef Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Tomato Pomace, Quinoa, D
Rie D
Egg Product, Flaxseeds, Dried Sweet Potatoes, Pea Starch, Dried Peas, Natural Flavor, Fish Oil, Monosodium Phosphate, Dried
Carrots, Salt, Dried Celery, Dried Pumpkin, Choline Chloride, Dried Beets, Dl Methionine, Dried Apple, Dried Chicory Root, Tauri Ne,
Potassium Chloride, L Threonine, Dried Blueberries, Dried Cranberries, Citric Acid (Preservative), Mixed Tocopherols (Preservati Ve),
Dried Parsley, Beet Juice, Ferrous Sulfate, Zinc Sulfate, Vitamin E Supplement, Yucca Schidigera Extract, Dried Spinach, Copp Er Sulfate,
Sodium Selenite, Manganese Sulfate, Vitamin A Supplement, Niacin Supplement, D Calcium Pantothenate, Riboflavin Supplement,
Thiamine Mononitrate, Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Calcium Iodate, Folic Aci D,
Rosemary Extract.",100.0,5.0,1.0,,,,,,,,,,,,,,,,,,
322688,322688,28 pounds,N/A,United States,United States,Puppy,"Large Breeds, Giant Breeds",Dry Food,"No Corn No Wheat No Soy, With Grain","Pro Pac Ultimates Chicken Meal & Brown Rice Large Breed Puppy Dry Dog Food, 28-lb bag","Chicken Meal, Brown Rice, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Whitefish Meal, Dried Beet Pulp, Ground Rice, Rice Bran, Flaxseed, Apples Blueberries, Carrots, Cranberries, Spinach, Salt, Potassium Chloride, Choline Chloride, VITAMINS (Vitamin E Supplement, Niacin, Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), MINERALS (Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate, Cobalt Carbonate), Rosemary Extract.",93.0,4.4,90.0,,,,,,,,,,,,,,,,,,
276933,276933,3 pounds,,Various,United States,Puppy,"All Breeds, Small Breeds, Medium Breeds, Large Breeds",Dry Food,"High-Protein, Natural, No Corn No Wheat No Soy, With Grain","Purina Beyond Natural, High Protein Chicken & Oatmeal Recipe Dry Puppy Food, 3-lb bag","Chicken, Chicken Meal, Rice, Oatmeal, Barley, Beef Fat Preserved With Mixed-tocopherols, Canola Meal, Dried Yeast, Pea Protein, Dried Egg Product, Natural Flavor, Fish Oil, Pumpkin, Salt, L-lysine Monohydrochloride, Dried Chicory Root, Potassium Chloride, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Calcium Carbonate, Mono And Dicalcium Phosphate, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Menadione Sodium Bisulfite Complex (Vitamin K), Vitamin D-3 Supplement, Biotin (Vitamin B-7)], Choline Chloride, Taurine, L-ascorbyl-2-polyphosphate (Vitamin C), Dried Bacillus Coagulans Fermentation Product, Dl-methionine.",85.0,4.6,27.0,Natural,,,,,,,,,,,,,,,,,
748246,748246,28.279 pounds,,"United States, Various",United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,N/A,Blue Buffalo Wilderness Duck Adult Dry Dog Food,"Deboned Duck, Chicken Meal, Dried Chicken, Oatmeal, Barley, Brown Rice, Dried Tomato Pomace, Salmon Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Natural Flavor, Flaxseed (source of Omega 6 Fatty Acids), Fish Meal, Direct Dehydrated Alfalfa Pellets, Potassium Chloride, Salt, L-Threonine, Alfalfa Nutrient Concentrate, Dried Chicory Root, DL-Methionine, Calcium Carbonate, Choline Chloride, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Vitamin E Supplement, Iron Amino Acid Chelate, Taurine, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Copper Sulfate, Biotin (Vitamin B7), L-Carnitine, Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Glucosamine Hydrochloride, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary;",72.0,3.6,18.0,,,,,,,,,,,,,,,,,,
222316,222316,4.05 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"High-Protein, With Grain, Natural, Raw",Wellness CORE Wholesome Grains Original Recipe High Protein Dry Dog Food,"Deboned Turkey, Chicken Meal (source of Chondroitin Sulfate), Turkey Meal (source of Glucosamine), Oatmeal, Barley, Chicken Fat, Tomato Pomace, Ground Flaxseed, Quinoa, Natural Turkey Flavor, Chicory Root Extract, Salmon Oil, Potassium Chloride, Choline Chloride, Taurine, Vitamin E Supplement, Spinach, Broccoli, Carrots, Parsley, Apples, Blueberries, Kale, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Biotin, Vitamin D3 Supplement, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.",75.0,4.0,20.0,,,,,,,,,,,,,,,,,,
213621,213621,14 pounds,N/A,Various,United States,Adult,"Extra Small Breeds, Small Breeds",Dry Food,"No Corn No Wheat No Soy, High-Protein, With Grain","American Journey Active Life Formula Small Breed Chicken, Brown Rice & Vegetables Recipe Adult Dry Dog Food","Deboned Chicken, Chicken Meal (a source of Glucosamine and Chondroitin Sulfate), Turkey Meal, Brown Rice, Rice Bran, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Brewers Rice, Flaxseed, Natural Flavor, Dried Tomato Pomace, Pea Protein, Suncured Alfalfa Meal, Barley, Dried Egg Product, Carrots, Oatmeal, Sweet Potatoes, Fish Oil, Vitamins (Vitamin E Supplement, Niacin Supplement, d-Calcium Pantothenate, Riboflavin Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Salt, Choline Chloride, Minerals (Ferrous Sulfate, Zinc Proteinate, Zinc Sulfate, Iron Proteinate, Copper Sulfate, Sodium Selenite, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate), Blueberries, Cranberries, Dried Kelp, Taurine, Inulin, Mixed Tocopherols (Preservative), L-Carnitine, Yucca Schidigera Extract, Rosemary Extract.",84.0,4.1,31.0,,,,4.5 x 13 x 21.5 inches,,,,,,,,,,,,,,
293672,293672,,N/A,,,Puppy,"Small Breeds, Medium Breeds, Large Breeds","Dry Food, Treats",No Corn No Wheat No Soy,Bundle: Purina Pro Plan Puppy Sensitive Skin & Stomach Salmon & Rice Dry Food + Wellness Soft Puppy Bites Lamb & Salmon Recipe Grain-Free Dog Treats,,80.0,4.6,5.0,,,,,,,,,,,,,,,,,,
48746,48746,17.6 pounds,,N/A,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Veterinary Diet, Sensitive Digestion, High Fiber, With Grain",Royal Canin Veterinary Diet Adult Gastrointestinal High Fiber Dry Dog Food,"Chicken By-Product Meal, Brewers Rice, Chicken Fat, Powdered Cellulose, Corn, Wheat, Pea Fiber, Natural Flavors, Wheat Gluten, Corn Gluten Meal, Dried Plain Beet Pulp, Monocalcium Phosphate, Fish Oil, Psyllium Seed Husk, Sodium Silico Aluminate, Potassium Chloride, Calcium Carbonate, Salt, Fructooligosaccharides, Vegetable Oil, Dl-Methionine, Hydrolyzed Yeast, L-Lysine, Choline Chloride, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Biotin, D-Calcium Pantothenate, Vitamin A Acetate, Niacin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid], Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",95.0,4.7,365.0,,,,,,,,,,,,,,,,,,
